OrderID,CustomerID,OrderDate,City,State,PaymentMode,OrderStatus
430,758,2025-05-21,Lucknow,West Bengal,UPI,Cancelled
431,295,2025-01-24,Bengaluru,Karnataka,Wallet,Shipped
432,1004,2024-09-18,Kolkata,Gujarat,UPI,Shipped
433,1263,2025-04-06,Lucknow,Kerala,Wallet,Shipped
434,1011,2024-04-19,Chennai,Rajasthan,COD,Cancelled
435,75,2024-07-22,Hyderabad,West Bengal,Wallet,Returned
436,550,2024-02-24,Ahmedabad,Kerala,NetBanking,Returned
437,1336,2025-01-04,Ahmedabad,Telangana,NetBanking,Returned
438,1137,2025-07-29,Bengaluru,Karnataka,NetBanking,Delivered
439,261,2025-03-09,Mumbai,Delhi,Wallet,Delivered
440,405,2024-08-07,Lucknow,Karnataka,UPI,Returned
441,350,2025-07-10,Kochi,UP,Card,Returned
442,19,2025-04-02,Chennai,Karnataka,NetBanking,Cancelled
443,556,2026-01-11,Kochi,Telangana,Wallet,Cancelled
444,1332,2025-09-18,Delhi,Delhi,COD,Shipped
445,1464,2025-11-08,Hyderabad,Kerala,Wallet,Cancelled
446,948,2025-06-16,Ahmedabad,Telangana,Card,Shipped
447,1465,2025-08-08,Lucknow,Maharashtra,COD,Returned
448,308,2024-08-20,Lucknow,Karnataka,UPI,Cancelled
449,385,2026-02-06,Ahmedabad,Karnataka,Wallet,Returned
450,194,2025-01-22,Mumbai,West Bengal,NetBanking,Shipped
451,718,2024-04-27,Kochi,Gujarat,COD,Delivered
452,563,2024-09-03,Chennai,Rajasthan,Wallet,Cancelled
453,1279,2025-03-01,Jaipur,Tamil Nadu,Wallet,Shipped
454,1214,2024-05-08,Delhi,Karnataka,Card,Cancelled
455,539,2024-08-19,Kolkata,Karnataka,Card,Returned
456,1179,2025-01-22,Kolkata,West Bengal,COD,Returned
457,345,2024-09-20,Mumbai,Gujarat,Card,Delivered
458,301,2025-11-09,Delhi,Delhi,NetBanking,Delivered
459,160,2025-01-15,Mumbai,Delhi,Wallet,Returned
460,1362,2025-04-29,Lucknow,Telangana,COD,Delivered
461,1148,2024-10-22,Jaipur,Rajasthan,NetBanking,Returned
462,639,2025-02-16,Kochi,Telangana,Wallet,Delivered
463,439,2025-10-30,Delhi,Tamil Nadu,Card,Returned
464,905,2025-09-14,Lucknow,Tamil Nadu,UPI,Returned
465,714,2025-12-17,Delhi,Maharashtra,COD,Returned
466,709,2026-01-05,Jaipur,Gujarat,Wallet,Shipped
467,767,2025-03-16,Delhi,Maharashtra,Card,Returned
468,1078,2025-02-22,Ahmedabad,Maharashtra,Wallet,Cancelled
469,193,2025-01-20,Hyderabad,Tamil Nadu,Wallet,Delivered
470,560,2025-11-01,Mumbai,Tamil Nadu,NetBanking,Returned
471,1425,2024-04-03,Chennai,Tamil Nadu,UPI,Delivered
472,1245,2025-06-15,Lucknow,UP,Card,Returned
473,1118,2025-12-13,Bengaluru,Maharashtra,COD,Delivered
474,1461,2025-11-07,Delhi,Delhi,Card,Delivered
475,245,2025-04-23,Mumbai,UP,UPI,Cancelled
476,1115,2024-05-28,Chennai,Gujarat,Wallet,Delivered
477,1377,2025-01-24,Hyderabad,Delhi,Wallet,Cancelled
478,30,2025-07-31,Jaipur,Rajasthan,UPI,Delivered
479,1028,2024-09-03,Delhi,Tamil Nadu,UPI,Shipped
480,92,2025-05-18,Chennai,West Bengal,Card,Returned
481,1302,2024-08-14,Mumbai,Tamil Nadu,COD,Cancelled
482,700,2024-06-18,Lucknow,West Bengal,UPI,Returned
483,239,2024-05-19,Bengaluru,Delhi,UPI,Shipped
484,1211,2025-01-09,Mumbai,Delhi,UPI,Shipped
485,768,2025-12-03,Lucknow,Karnataka,Card,Cancelled
486,1316,2026-01-16,Ahmedabad,Delhi,COD,Delivered
487,1446,2025-03-13,Chennai,Delhi,COD,Shipped
488,647,2025-09-19,Jaipur,Gujarat,Card,Cancelled
489,363,2024-09-10,Chennai,Tamil Nadu,NetBanking,Cancelled
490,1004,2024-05-23,Hyderabad,West Bengal,COD,Cancelled
491,1072,2025-12-07,Lucknow,Delhi,UPI,Returned
492,1102,2024-07-27,Kolkata,Gujarat,NetBanking,Cancelled
493,1397,2025-12-11,Chennai,Gujarat,COD,Cancelled
494,1052,2024-05-21,Ahmedabad,Tamil Nadu,Card,Returned
495,65,2024-11-12,Bengaluru,Kerala,Card,Returned
496,957,2024-07-11,Kolkata,Telangana,COD,Returned
497,1206,2025-12-24,Mumbai,Telangana,UPI,Cancelled
498,326,2024-02-27,Jaipur,UP,COD,Cancelled
499,206,2025-12-13,Delhi,Telangana,COD,Shipped
500,1120,2025-06-11,Delhi,Maharashtra,NetBanking,Returned
501,1180,2025-10-18,Jaipur,Rajasthan,NetBanking,Shipped
502,1482,2024-11-03,Hyderabad,West Bengal,COD,Returned
503,822,2026-01-13,Chennai,Maharashtra,Card,Delivered
504,873,2025-04-25,Chennai,West Bengal,NetBanking,Delivered
505,1049,2024-08-04,Delhi,Tamil Nadu,Wallet,Shipped
506,286,2025-09-22,Delhi,Telangana,UPI,Delivered
507,290,2024-12-31,Hyderabad,UP,NetBanking,Shipped
508,2,2025-06-04,Delhi,Gujarat,Card,Cancelled
509,165,2024-12-29,Delhi,Gujarat,Card,Returned
510,1484,2024-05-21,Ahmedabad,Delhi,Wallet,Cancelled
511,978,2024-02-24,Delhi,Telangana,UPI,Returned
512,1407,2025-09-04,Jaipur,Gujarat,NetBanking,Returned
513,1447,2025-06-07,Ahmedabad,Karnataka,NetBanking,Shipped
514,274,2025-01-09,Jaipur,Telangana,COD,Returned
515,807,2025-10-22,Kochi,Karnataka,COD,Returned
516,1202,2026-01-04,Mumbai,Gujarat,Wallet,Shipped
517,756,2024-10-16,Hyderabad,Telangana,Wallet,Delivered
518,1228,2025-11-05,Jaipur,Karnataka,Card,Shipped
519,385,2025-07-14,Mumbai,Gujarat,COD,Returned
520,696,2024-05-24,Jaipur,Delhi,NetBanking,Shipped
521,638,2024-12-06,Jaipur,UP,UPI,Cancelled
522,368,2025-04-25,Delhi,Rajasthan,Wallet,Delivered
523,170,2025-06-09,Hyderabad,Karnataka,NetBanking,Delivered
524,654,2024-08-01,Delhi,West Bengal,Wallet,Returned
525,932,2026-01-21,Mumbai,UP,NetBanking,Returned
526,621,2024-04-14,Jaipur,Tamil Nadu,UPI,Returned
527,764,2025-07-17,Lucknow,Telangana,Wallet,Cancelled
528,367,2024-06-12,Jaipur,Kerala,NetBanking,Delivered
529,15,2024-07-21,Hyderabad,West Bengal,COD,Shipped
530,1259,2025-07-30,Lucknow,Rajasthan,UPI,Returned
531,82,2024-12-03,Bengaluru,UP,NetBanking,Cancelled
532,1228,2024-04-10,Hyderabad,Tamil Nadu,NetBanking,Cancelled
533,607,2026-01-10,Mumbai,Kerala,COD,Shipped
534,731,2024-12-15,Jaipur,Maharashtra,NetBanking,Cancelled
535,1303,2024-12-19,Mumbai,West Bengal,UPI,Cancelled
536,1089,2024-03-27,Jaipur,Gujarat,Card,Delivered
537,194,2025-08-19,Delhi,Delhi,NetBanking,Returned
538,708,2024-11-26,Lucknow,West Bengal,Card,Returned
539,157,2024-03-31,Hyderabad,Telangana,UPI,Shipped
540,1483,2025-11-03,Bengaluru,Rajasthan,Wallet,Delivered
541,1305,2025-01-29,Chennai,Rajasthan,NetBanking,Delivered
542,527,2024-08-25,Bengaluru,Rajasthan,UPI,Shipped
543,535,2025-09-25,Chennai,West Bengal,Wallet,Shipped
544,101,2026-01-29,Hyderabad,West Bengal,NetBanking,Shipped
545,563,2025-05-11,Delhi,Tamil Nadu,Wallet,Delivered
546,817,2025-10-30,Delhi,Tamil Nadu,COD,Delivered
547,425,2025-04-10,Mumbai,Rajasthan,Card,Cancelled
548,948,2024-11-18,Kolkata,Telangana,UPI,Shipped
549,38,2024-10-06,Hyderabad,Gujarat,UPI,Cancelled
550,1248,2026-02-17,Lucknow,West Bengal,NetBanking,Cancelled
551,797,2025-08-26,Lucknow,Kerala,UPI,Cancelled
552,655,2025-02-01,Hyderabad,UP,Card,Returned
553,432,2025-07-13,Kochi,Delhi,NetBanking,Cancelled
554,67,2025-04-06,Kolkata,Karnataka,NetBanking,Cancelled
555,426,2024-05-14,Kochi,Telangana,COD,Cancelled
556,925,2025-01-06,Lucknow,Maharashtra,Card,Shipped
557,721,2025-11-19,Kolkata,Rajasthan,NetBanking,Delivered
558,1140,2024-12-05,Lucknow,Gujarat,NetBanking,Shipped
559,1244,2025-03-12,Bengaluru,Karnataka,NetBanking,Shipped
560,227,2024-09-22,Kolkata,Tamil Nadu,Card,Shipped
561,1127,2025-04-04,Jaipur,Telangana,Card,Returned
562,572,2025-10-24,Hyderabad,Telangana,UPI,Cancelled
563,1097,2025-07-17,Kochi,Rajasthan,Card,Returned
564,951,2025-07-09,Chennai,UP,Card,Shipped
565,591,2025-04-03,Mumbai,Kerala,COD,Returned
566,353,2025-12-21,Bengaluru,Rajasthan,Wallet,Returned
567,841,2025-04-22,Ahmedabad,Maharashtra,Wallet,Shipped
568,1249,2024-07-09,Kolkata,Kerala,UPI,Returned
569,666,2024-03-13,Kolkata,Gujarat,Card,Returned
570,187,2026-01-19,Hyderabad,Maharashtra,Wallet,Returned
571,1048,2025-09-06,Ahmedabad,Delhi,NetBanking,Cancelled
572,359,2024-10-21,Lucknow,Gujarat,COD,Shipped
573,133,2024-12-15,Mumbai,Gujarat,Wallet,Returned
574,502,2025-06-03,Kolkata,UP,Card,Shipped
575,1025,2025-06-05,Bengaluru,West Bengal,COD,Shipped
576,947,2024-10-26,Bengaluru,Maharashtra,UPI,Returned
577,963,2025-08-04,Jaipur,Karnataka,NetBanking,Cancelled
578,248,2025-08-22,Kolkata,Kerala,UPI,Returned
579,1487,2025-06-25,Mumbai,Tamil Nadu,NetBanking,Delivered
580,819,2025-02-25,Kochi,UP,NetBanking,Delivered
581,299,2024-06-04,Chennai,West Bengal,UPI,Shipped
582,846,2025-02-28,Hyderabad,Delhi,Card,Returned
583,542,2024-09-21,Bengaluru,Telangana,UPI,Returned
584,1007,2026-02-14,Ahmedabad,Tamil Nadu,COD,Cancelled
585,911,2026-01-24,Hyderabad,UP,COD,Cancelled
586,74,2025-10-19,Delhi,Delhi,Wallet,Cancelled
587,453,2024-03-16,Hyderabad,West Bengal,COD,Cancelled
588,1467,2024-12-29,Delhi,West Bengal,COD,Returned
589,901,2026-02-18,Chennai,Delhi,Card,Shipped
590,599,2025-11-02,Jaipur,Tamil Nadu,Card,Delivered
591,1195,2024-09-22,Chennai,Delhi,Wallet,Delivered
592,746,2024-11-10,Kochi,Kerala,NetBanking,Returned
593,349,2025-11-13,Hyderabad,Delhi,Wallet,Cancelled
594,767,2025-08-07,Jaipur,UP,Card,Returned
595,992,2024-08-16,Jaipur,Maharashtra,UPI,Cancelled
596,634,2024-10-06,Ahmedabad,Gujarat,Card,Cancelled
597,1493,2025-11-03,Bengaluru,Gujarat,COD,Returned
598,1167,2025-06-03,Mumbai,Kerala,Card,Shipped
599,1361,2025-02-25,Mumbai,Rajasthan,UPI,Cancelled
600,138,2025-07-22,Chennai,Kerala,Wallet,Delivered
601,915,2024-04-16,Kolkata,Kerala,Card,Shipped
602,375,2024-11-07,Ahmedabad,Gujarat,NetBanking,Shipped
603,1248,2024-03-31,Chennai,Kerala,COD,Delivered
604,131,2024-08-31,Delhi,Kerala,COD,Delivered
605,467,2024-09-18,Ahmedabad,West Bengal,Wallet,Returned
606,202,2025-06-08,Kochi,Maharashtra,COD,Delivered
607,980,2024-09-07,Bengaluru,UP,UPI,Returned
608,205,2024-09-08,Kochi,West Bengal,Card,Returned
609,1166,2024-12-22,Mumbai,West Bengal,NetBanking,Delivered
610,1317,2025-05-17,Ahmedabad,West Bengal,Wallet,Returned
611,516,2024-02-19,Jaipur,West Bengal,COD,Returned
612,362,2025-11-26,Hyderabad,Kerala,NetBanking,Cancelled
613,614,2025-12-10,Chennai,Kerala,Card,Cancelled
614,1389,2024-11-26,Kochi,Kerala,COD,Returned
615,374,2024-06-12,Lucknow,Maharashtra,COD,Returned
616,335,2025-07-10,Delhi,Karnataka,NetBanking,Cancelled
617,908,2024-05-25,Hyderabad,Kerala,Card,Shipped
618,475,2024-06-09,Ahmedabad,Tamil Nadu,Wallet,Cancelled
619,1087,2025-01-11,Lucknow,Karnataka,COD,Shipped
620,1377,2025-09-25,Delhi,Telangana,Card,Shipped
621,352,2025-03-30,Delhi,West Bengal,Card,Cancelled
622,971,2025-07-31,Kolkata,Rajasthan,COD,Shipped
623,967,2024-11-14,Chennai,Telangana,Card,Cancelled
624,1489,2025-01-25,Hyderabad,Telangana,NetBanking,Cancelled
625,1154,2025-04-29,Jaipur,Rajasthan,UPI,Returned
626,838,2024-04-15,Hyderabad,Delhi,NetBanking,Cancelled
627,1443,2024-03-09,Ahmedabad,Gujarat,COD,Cancelled
628,49,2025-03-07,Hyderabad,Rajasthan,NetBanking,Cancelled
629,1147,2025-09-12,Ahmedabad,Gujarat,Wallet,Returned
630,219,2024-11-25,Bengaluru,Gujarat,Card,Cancelled
631,1478,2025-06-24,Kolkata,UP,UPI,Returned
632,1447,2026-01-23,Lucknow,Gujarat,COD,Returned
633,208,2024-04-19,Mumbai,Telangana,COD,Cancelled
634,583,2025-05-12,Bengaluru,UP,Card,Delivered
635,848,2025-01-16,Delhi,Delhi,Wallet,Cancelled
636,410,2025-09-28,Kochi,Karnataka,NetBanking,Shipped
637,1173,2025-01-19,Kochi,Tamil Nadu,Wallet,Cancelled
638,45,2026-01-25,Delhi,Karnataka,COD,Cancelled
639,440,2025-05-20,Delhi,Telangana,NetBanking,Shipped
640,742,2025-06-04,Hyderabad,Gujarat,COD,Cancelled
641,48,2025-10-29,Delhi,Karnataka,NetBanking,Returned
642,997,2025-03-30,Mumbai,Kerala,UPI,Cancelled
643,1159,2024-03-06,Jaipur,Maharashtra,Wallet,Cancelled
644,1008,2025-08-23,Chennai,West Bengal,COD,Delivered
645,1158,2024-05-06,Bengaluru,Kerala,UPI,Shipped
646,180,2025-07-28,Kolkata,UP,Wallet,Shipped
647,1401,2024-05-03,Jaipur,Tamil Nadu,NetBanking,Returned
648,1333,2024-07-23,Hyderabad,Karnataka,Card,Cancelled
649,1081,2025-05-28,Jaipur,Maharashtra,NetBanking,Cancelled
650,1278,2024-02-25,Jaipur,Maharashtra,UPI,Shipped
651,875,2025-01-14,Delhi,Tamil Nadu,Card,Cancelled
652,938,2025-08-17,Ahmedabad,West Bengal,COD,Shipped
653,304,2024-08-30,Ahmedabad,Tamil Nadu,Card,Delivered
654,1093,2024-03-16,Kolkata,Maharashtra,Card,Cancelled
655,671,2024-04-29,Hyderabad,Gujarat,Card,Shipped
656,335,2024-12-25,Jaipur,Tamil Nadu,Card,Shipped
657,56,2025-02-16,Delhi,UP,UPI,Returned
658,910,2024-03-16,Ahmedabad,Rajasthan,UPI,Returned
659,818,2025-05-13,Ahmedabad,Gujarat,NetBanking,Delivered
660,359,2024-05-24,Kochi,West Bengal,Wallet,Delivered
661,430,2024-08-03,Bengaluru,UP,Wallet,Cancelled
662,851,2025-01-08,Ahmedabad,Gujarat,UPI,Cancelled
663,523,2025-06-22,Kochi,Karnataka,NetBanking,Delivered
664,779,2024-02-26,Jaipur,Rajasthan,UPI,Cancelled
665,635,2025-02-22,Bengaluru,Rajasthan,COD,Shipped
666,173,2026-02-06,Jaipur,UP,UPI,Cancelled
667,663,2025-12-12,Mumbai,Delhi,Card,Shipped
668,19,2025-09-19,Delhi,Kerala,Card,Shipped
669,963,2026-01-30,Mumbai,Maharashtra,Wallet,Shipped
670,601,2025-12-26,Hyderabad,West Bengal,NetBanking,Shipped
671,354,2025-04-23,Delhi,Kerala,Card,Shipped
672,225,2025-02-26,Delhi,Maharashtra,NetBanking,Shipped
673,827,2024-12-28,Hyderabad,Tamil Nadu,Wallet,Cancelled
674,53,2024-03-19,Hyderabad,Maharashtra,NetBanking,Delivered
675,835,2024-07-15,Mumbai,Kerala,NetBanking,Shipped
676,206,2024-07-29,Mumbai,Telangana,Card,Delivered
677,136,2025-04-23,Bengaluru,UP,NetBanking,Returned
678,902,2025-08-21,Delhi,West Bengal,UPI,Cancelled
679,962,2025-06-20,Chennai,Delhi,COD,Cancelled
680,1369,2025-11-08,Bengaluru,UP,NetBanking,Shipped
681,450,2024-06-26,Kochi,Delhi,Card,Shipped
682,169,2025-12-25,Bengaluru,Rajasthan,COD,Delivered
683,464,2024-10-31,Chennai,Delhi,COD,Cancelled
684,947,2026-02-15,Kolkata,Kerala,Wallet,Cancelled
685,672,2024-07-02,Jaipur,Telangana,Card,Delivered
686,1295,2025-03-19,Mumbai,Gujarat,Card,Delivered
687,1300,2024-07-14,Mumbai,Gujarat,Card,Returned
688,24,2025-01-14,Kolkata,UP,NetBanking,Cancelled
689,1288,2024-08-29,Kolkata,Rajasthan,NetBanking,Shipped
690,1273,2025-05-28,Chennai,Kerala,NetBanking,Delivered
691,1343,2024-12-01,Kochi,Telangana,COD,Shipped
692,699,2024-11-06,Lucknow,Kerala,NetBanking,Delivered
693,702,2026-01-03,Kochi,Tamil Nadu,UPI,Cancelled
694,1316,2025-04-30,Mumbai,Kerala,Card,Delivered
695,937,2024-10-08,Bengaluru,Karnataka,Wallet,Cancelled
696,712,2024-06-27,Chennai,UP,NetBanking,Delivered
697,374,2025-07-19,Jaipur,Kerala,Card,Shipped
698,455,2026-01-15,Mumbai,Gujarat,COD,Shipped
699,1087,2025-09-17,Kochi,Maharashtra,Wallet,Cancelled
700,472,2025-08-24,Kochi,Delhi,COD,Shipped
701,1394,2024-05-31,Delhi,West Bengal,Card,Shipped
702,1249,2025-08-25,Jaipur,Gujarat,COD,Delivered
703,608,2025-04-04,Jaipur,Kerala,NetBanking,Returned
704,660,2025-06-12,Delhi,Tamil Nadu,UPI,Delivered
705,1451,2024-11-02,Kochi,Tamil Nadu,Card,Delivered
706,841,2024-04-19,Delhi,Delhi,NetBanking,Shipped
707,802,2024-10-24,Delhi,Rajasthan,NetBanking,Shipped
708,718,2024-10-30,Bengaluru,Gujarat,COD,Shipped
709,253,2025-04-05,Kolkata,Delhi,Card,Returned
710,1377,2024-07-13,Chennai,Telangana,UPI,Delivered
711,638,2025-08-05,Kochi,Karnataka,Wallet,Returned
712,1353,2024-10-13,Lucknow,Tamil Nadu,UPI,Returned
713,145,2024-07-25,Hyderabad,Tamil Nadu,UPI,Returned
714,232,2024-11-06,Lucknow,Rajasthan,Wallet,Shipped
715,1417,2026-02-14,Lucknow,Tamil Nadu,Card,Delivered
716,1499,2024-05-19,Kolkata,West Bengal,COD,Shipped
717,1013,2025-12-30,Jaipur,Rajasthan,UPI,Delivered
718,1483,2024-12-01,Chennai,Tamil Nadu,Wallet,Cancelled
719,1366,2025-04-23,Chennai,Telangana,UPI,Delivered
720,1461,2024-06-01,Lucknow,Gujarat,Wallet,Returned
721,1211,2024-10-02,Jaipur,Tamil Nadu,UPI,Returned
722,1243,2025-09-15,Kolkata,Rajasthan,Wallet,Returned
723,1233,2024-04-02,Bengaluru,West Bengal,UPI,Delivered
724,489,2024-06-18,Hyderabad,West Bengal,Wallet,Returned
725,1472,2025-03-28,Mumbai,Telangana,NetBanking,Returned
726,1071,2025-09-28,Mumbai,Rajasthan,NetBanking,Delivered
727,1162,2024-09-27,Delhi,Maharashtra,COD,Delivered
728,845,2024-12-14,Mumbai,UP,COD,Cancelled
729,705,2026-01-18,Hyderabad,Gujarat,COD,Returned
730,665,2024-04-07,Lucknow,Tamil Nadu,Card,Shipped
731,1121,2025-09-12,Hyderabad,Rajasthan,COD,Shipped
732,183,2025-07-14,Hyderabad,Telangana,Wallet,Shipped
733,627,2025-01-08,Bengaluru,Karnataka,NetBanking,Cancelled
734,1019,2025-11-16,Delhi,Rajasthan,Card,Cancelled
735,995,2026-02-12,Hyderabad,Telangana,NetBanking,Cancelled
736,346,2024-07-31,Hyderabad,Maharashtra,UPI,Shipped
737,636,2025-10-06,Kochi,Kerala,COD,Shipped
738,1267,2025-04-01,Bengaluru,Gujarat,UPI,Delivered
739,1225,2026-02-16,Jaipur,Tamil Nadu,Card,Cancelled
740,725,2025-08-17,Jaipur,Delhi,NetBanking,Delivered
741,1257,2024-12-15,Kolkata,Karnataka,COD,Shipped
742,84,2025-05-17,Ahmedabad,Kerala,Card,Cancelled
743,1013,2024-03-16,Ahmedabad,Gujarat,Card,Shipped
744,1327,2025-05-14,Ahmedabad,Delhi,UPI,Cancelled
745,43,2024-10-25,Kolkata,UP,NetBanking,Returned
746,1129,2025-09-10,Kolkata,Gujarat,NetBanking,Shipped
747,1190,2025-08-03,Jaipur,West Bengal,NetBanking,Cancelled
748,746,2026-02-11,Chennai,Rajasthan,COD,Cancelled
749,656,2024-10-16,Kochi,Telangana,UPI,Shipped
750,1439,2025-01-13,Ahmedabad,Kerala,Wallet,Shipped
751,1040,2024-05-27,Lucknow,Kerala,COD,Delivered
752,467,2025-10-29,Hyderabad,Kerala,Card,Returned
753,1177,2024-11-20,Mumbai,UP,Wallet,Returned
754,1211,2025-07-12,Jaipur,Karnataka,Card,Delivered
755,919,2025-09-14,Kochi,Maharashtra,COD,Returned
756,303,2026-02-11,Bengaluru,Telangana,UPI,Cancelled
757,517,2025-09-24,Mumbai,West Bengal,NetBanking,Returned
758,274,2026-02-09,Jaipur,Gujarat,NetBanking,Cancelled
759,1428,2025-08-23,Chennai,Telangana,Card,Returned
760,1106,2024-07-15,Kolkata,Telangana,UPI,Delivered
761,734,2026-02-17,Kolkata,Karnataka,UPI,Delivered
762,848,2025-08-14,Delhi,Gujarat,Card,Shipped
763,61,2024-08-22,Lucknow,Karnataka,COD,Delivered
764,827,2024-05-25,Kolkata,Rajasthan,NetBanking,Returned
765,972,2026-02-01,Delhi,Telangana,Card,Delivered
766,728,2025-01-02,Delhi,Rajasthan,COD,Returned
767,378,2024-05-21,Chennai,Rajasthan,Card,Shipped
768,1326,2025-02-12,Bengaluru,Telangana,NetBanking,Delivered
769,528,2025-08-08,Mumbai,West Bengal,UPI,Delivered
770,765,2026-01-18,Bengaluru,Delhi,UPI,Delivered
771,670,2024-02-23,Jaipur,Tamil Nadu,UPI,Cancelled
772,354,2024-04-30,Ahmedabad,West Bengal,NetBanking,Shipped
773,448,2025-08-20,Hyderabad,Karnataka,Card,Cancelled
774,363,2025-09-28,Lucknow,Delhi,Wallet,Shipped
775,63,2025-05-19,Kolkata,Maharashtra,Wallet,Delivered
776,597,2025-01-03,Bengaluru,Telangana,Card,Shipped
777,1020,2024-05-31,Ahmedabad,West Bengal,Card,Cancelled
778,1349,2025-05-29,Kochi,Rajasthan,NetBanking,Delivered
779,1136,2026-01-03,Bengaluru,Telangana,Card,Cancelled
780,491,2024-07-12,Lucknow,Gujarat,NetBanking,Delivered
781,121,2025-02-19,Lucknow,West Bengal,UPI,Delivered
782,1342,2025-12-29,Hyderabad,Kerala,Wallet,Returned
783,1318,2025-08-31,Ahmedabad,Tamil Nadu,COD,Shipped
784,406,2025-05-22,Chennai,Rajasthan,NetBanking,Returned
785,169,2025-03-11,Lucknow,Maharashtra,NetBanking,Delivered
786,1150,2025-01-13,Lucknow,West Bengal,NetBanking,Cancelled
787,589,2025-07-12,Mumbai,Kerala,UPI,Shipped
788,629,2024-05-20,Kolkata,West Bengal,Wallet,Shipped
789,643,2025-12-06,Mumbai,Kerala,UPI,Delivered
790,789,2024-12-25,Ahmedabad,Telangana,Wallet,Delivered
791,889,2026-01-19,Kochi,Kerala,Card,Cancelled
792,1432,2026-01-16,Mumbai,Gujarat,UPI,Returned
793,454,2024-08-27,Hyderabad,Karnataka,Card,Returned
794,1170,2024-09-17,Kolkata,Maharashtra,UPI,Returned
795,1412,2024-09-16,Bengaluru,Tamil Nadu,UPI,Shipped
796,678,2025-12-25,Delhi,Rajasthan,Card,Cancelled
797,92,2025-04-05,Delhi,Delhi,Wallet,Shipped
798,1370,2025-11-16,Chennai,Rajasthan,Wallet,Cancelled
799,1339,2024-09-15,Chennai,Rajasthan,UPI,Returned
800,773,2025-04-17,Chennai,Gujarat,NetBanking,Cancelled
801,22,2025-10-25,Jaipur,Maharashtra,NetBanking,Shipped
802,1413,2025-12-28,Ahmedabad,Karnataka,UPI,Delivered
803,1001,2024-07-30,Bengaluru,Delhi,Wallet,Cancelled
804,526,2024-08-08,Jaipur,Tamil Nadu,Wallet,Cancelled
805,1168,2024-12-06,Chennai,Karnataka,UPI,Returned
806,178,2024-09-12,Kochi,UP,Card,Shipped
807,74,2025-08-02,Lucknow,UP,UPI,Delivered
808,78,2024-10-10,Jaipur,Delhi,UPI,Delivered
809,893,2024-10-23,Kolkata,Telangana,NetBanking,Shipped
810,1223,2025-05-16,Mumbai,Kerala,Card,Shipped
811,90,2025-01-09,Kolkata,Maharashtra,Card,Cancelled
812,360,2024-11-01,Hyderabad,UP,Card,Delivered
813,779,2025-03-25,Delhi,Tamil Nadu,Wallet,Delivered
814,377,2024-10-06,Ahmedabad,Telangana,NetBanking,Delivered
815,143,2025-05-15,Ahmedabad,West Bengal,Wallet,Cancelled
816,330,2025-09-11,Delhi,Kerala,COD,Delivered
817,1403,2024-06-12,Bengaluru,Rajasthan,Wallet,Delivered
818,1476,2025-11-13,Delhi,Telangana,COD,Delivered
819,213,2024-07-14,Ahmedabad,Maharashtra,NetBanking,Delivered
820,120,2025-09-17,Jaipur,West Bengal,UPI,Shipped
821,73,2025-11-23,Kolkata,Kerala,UPI,Delivered
822,976,2025-12-14,Kolkata,Rajasthan,COD,Returned
823,487,2025-05-24,Lucknow,West Bengal,COD,Cancelled
824,932,2025-12-01,Lucknow,Delhi,NetBanking,Cancelled
825,296,2024-10-05,Chennai,Delhi,NetBanking,Cancelled
826,754,2024-08-01,Mumbai,Rajasthan,COD,Shipped
827,942,2024-04-02,Jaipur,Kerala,Card,Returned
828,1284,2024-06-26,Hyderabad,Gujarat,NetBanking,Returned
829,944,2025-04-21,Lucknow,UP,NetBanking,Returned
830,692,2025-02-25,Hyderabad,Rajasthan,Card,Shipped
831,445,2024-10-27,Ahmedabad,West Bengal,Card,Cancelled
832,1123,2025-06-07,Jaipur,Telangana,COD,Shipped
833,290,2025-03-27,Lucknow,Karnataka,Wallet,Returned
834,1278,2024-12-22,Jaipur,Maharashtra,Card,Shipped
835,1130,2025-01-29,Delhi,Rajasthan,Wallet,Returned
836,908,2024-08-21,Mumbai,Gujarat,NetBanking,Shipped
837,1394,2024-11-24,Kolkata,Delhi,NetBanking,Shipped
838,843,2024-07-22,Hyderabad,UP,Card,Shipped
839,648,2025-07-01,Kolkata,West Bengal,Wallet,Delivered
840,199,2026-01-11,Bengaluru,Karnataka,UPI,Delivered
841,679,2024-04-13,Bengaluru,Telangana,COD,Shipped
842,437,2024-07-22,Chennai,Karnataka,COD,Cancelled
843,915,2025-10-08,Lucknow,Telangana,Card,Cancelled
844,208,2024-12-25,Kochi,Delhi,Card,Shipped
845,243,2025-04-19,Kochi,West Bengal,NetBanking,Shipped
846,1132,2025-09-16,Lucknow,Tamil Nadu,Card,Delivered
847,301,2025-12-29,Lucknow,Karnataka,UPI,Shipped
848,969,2025-03-15,Jaipur,UP,Card,Delivered
849,1410,2025-10-11,Hyderabad,UP,Wallet,Shipped
850,41,2025-05-22,Lucknow,West Bengal,COD,Cancelled
851,758,2024-05-16,Bengaluru,Delhi,Card,Cancelled
852,807,2026-01-12,Delhi,Karnataka,Card,Cancelled
853,1457,2024-12-14,Bengaluru,Telangana,Wallet,Returned
854,1274,2024-03-06,Kolkata,Rajasthan,Card,Cancelled
855,394,2024-11-03,Kochi,Tamil Nadu,Wallet,Delivered
856,653,2025-07-04,Delhi,Maharashtra,Card,Cancelled
857,920,2024-11-14,Jaipur,Telangana,UPI,Cancelled
